,actual,predicted,prob_fraud
114,0,0,2.3901952806648122e-17
115,0,0,3.1749715832303434e-32
116,0,0,2.51905312276096e-47
117,0,0,2.9630851026970358e-34
118,0,0,2.7365034615079052e-18
119,0,0,1.4804675321967655e-29
120,0,0,1.4846456219307433e-32
121,1,1,0.9999986985336716
122,0,0,3.0769485068075836e-16
123,0,0,1.4438564379181293e-11
124,0,0,2.0618853664762856e-23
125,0,0,5.5367055681912664e-11
126,0,0,1.3190060052988918e-37
127,0,0,8.054082432586934e-38
128,0,0,0.0002546951433411622
129,0,0,6.2285683704079145e-16
130,0,0,7.537674828421227e-35
131,0,0,6.49539766806217e-34
132,0,0,3.558676133799382e-16
133,0,1,0.6550957551847896
134,0,0,3.779871921857924e-10
135,0,0,6.967484980521269e-34
136,0,0,1.7572122856132298e-19
137,0,0,6.693859310935392e-11
138,0,0,2.6258179816592217e-40
139,0,0,1.285888448787858e-40
140,0,0,5.663557847764978e-32
141,0,0,2.5850339954697172e-09
142,0,0,8.670947107580459e-11
143,0,0,2.4131143781994074e-31
144,0,0,3.0823019542343825e-29
145,0,0,1.7342042218714254e-30
146,0,0,1.1222198016527619e-10
147,0,0,6.067889589923536e-19
148,0,0,3.595777622509238e-30
149,0,0,1.0292334687151548e-14
150,0,0,6.027968238632507e-14
151,0,0,2.3710312170395064e-27
152,0,0,6.540095957414659e-41
153,0,0,3.462391294375571e-34
154,1,1,1.0
155,0,0,2.7570173174905364e-23
156,0,0,3.9774617600485306e-75
157,1,0,2.067431447567601e-05
158,0,0,3.2449445151755907e-21
159,0,0,8.141857942199404e-30
160,0,0,0.027296161410652935
161,0,0,2.2586197306495986e-31
162,0,0,4.439130711794987e-53
163,0,0,3.3496919391175478e-37
164,0,0,1.8231012533923233e-30
165,0,0,0.02958488284469768
166,0,0,8.266134624079266e-22
167,0,0,4.27518536459786e-27
168,0,0,9.92420306420457e-25
169,0,0,1.595677572292231e-17
170,0,0,6.41280418399263e-27
171,0,0,3.1843430010518446e-18
172,0,0,8.515901499511143e-11
173,0,0,5.528986074147665e-14
174,0,0,1.259089589806746e-22
175,0,0,1.6567433977392303e-13
176,0,0,8.320575088276922e-28
177,0,0,1.2813977320476933e-21
178,0,0,5.263091980911594e-22
179,0,0,3.350172241643736e-30
180,0,0,7.106844970750923e-40
181,0,0,8.8915630384503e-25
182,0,0,2.250382688356853e-42
183,0,0,7.79493112815618e-12
184,0,0,2.5789215791989662e-42
185,0,0,3.210940243898587e-67
186,0,0,8.030361479956697e-12
187,0,0,2.1125426133272424e-50
188,0,0,1.87953389014918e-08
189,0,0,1.9373321858793258e-24
190,0,0,4.165761146173824e-21
191,0,0,7.265604442521044e-23
192,0,0,9.996706524480581e-39
193,0,0,1.8224605718807395e-29
194,0,0,8.44196471391554e-23
195,0,0,7.95130396818251e-27
196,0,0,4.1770913723050914e-16
197,0,0,5.045560868308563e-47
198,0,0,5.8843367460896315e-52
199,0,0,1.4880940131893628e-08
200,0,0,5.494103442982978e-42
201,0,0,2.4564323430923575e-28
202,0,0,1.790388515741119e-13
203,0,0,1.848067711956782e-35
204,0,0,4.589037774074446e-20
205,0,0,7.89085606444744e-22
206,0,0,1.9620178947636525e-10
207,0,0,8.183803202678715e-18
208,0,0,1.162559338343099e-24
209,0,0,9.885080219784578e-16
210,0,0,2.5039504321129985e-17
211,0,0,2.3443774718312647e-30
212,0,0,9.181321999652238e-13
213,0,0,1.478077763255059e-20
214,0,0,3.033549254195358e-44
215,0,0,7.683063771130632e-25
216,0,0,7.899422044897535e-58
217,0,0,1.1842895235492333e-30
218,0,0,5.039876312080831e-28
219,0,0,8.241779521411788e-17
220,0,0,2.6066174109271316e-14
221,0,0,1.2756651507469558e-20
222,0,0,1.3844474442818429e-24
223,1,1,1.0
224,0,0,7.43686767846867e-22
225,0,0,8.774365218202384e-45
226,0,0,1.175015933944205e-58
227,0,0,1.067456188593737e-37
228,0,0,3.8551187817614433e-25
229,0,0,2.7698006275645377e-09
230,0,0,6.366486847909547e-47
231,0,0,1.5264608671171377e-34
232,0,0,1.2777335158278831e-30
233,0,0,7.762479087527351e-22
234,0,0,1.7439962164644567e-28
235,0,0,2.98882162450888e-29
236,0,0,5.348027594032783e-23
237,0,0,8.782825752101847e-25
238,0,0,5.928567728194548e-43
239,0,0,1.7670972036636523e-46
240,0,0,5.712813046273659e-26
241,0,0,8.436803935137374e-17
242,0,0,1.6650023856713604e-42
243,0,0,1.22270394482059e-37
244,0,0,5.425197669675966e-13
245,0,0,4.354721601897662e-17
246,1,1,1.0
247,0,0,4.7665303198954854e-74
248,0,0,3.516664833585293e-31
249,0,0,2.0815366756238598e-22
250,0,0,0.00020570197972036498
251,0,0,9.312115996767308e-18
252,0,0,1.3632495514604152e-20
253,0,0,1.5565386041255514e-16
254,0,0,1.722608732084037e-24
255,0,0,3.446973552760737e-15
256,0,0,5.6228563097053984e-46
257,0,0,4.439130711794987e-53
258,0,0,9.396304066291076e-35
259,1,1,0.9999999356761625
260,0,0,2.0400921325723455e-17
261,0,0,3.272606207143198e-10
262,0,0,1.7253574967493163e-25
263,0,0,1.2267064234867615e-20
264,0,0,5.221707871600293e-25
265,0,0,3.574794866981409e-42
266,0,0,1.7113417776897312e-28
267,0,0,3.0588846643452077e-21
268,1,0,0.0002006539619662304
269,0,0,1.1816027132292428e-09
270,0,0,4.616710813073324e-28
271,0,0,4.465834520869306e-28
272,0,0,1.0708773366673411e-26
273,0,0,4.898099210902526e-06
274,0,0,3.2300911584139426e-61
275,0,0,1.3075385664509646e-23
276,0,0,4.579562658127848e-23
277,0,0,3.260334429175849e-32
278,0,0,5.931871825909517e-52
279,0,0,2.5359049235000377e-16
280,0,0,1.2053143914778637e-37
281,0,0,4.422272801252583e-05
282,0,0,4.439130711794987e-53
283,0,0,4.959784153992478e-21
284,0,0,5.338825139305413e-29
285,0,0,3.5522725522356117e-13
286,0,0,3.3941113829459525e-48
287,0,0,3.2975993525111826e-05
288,0,0,2.1339612131248764e-25
289,0,0,7.207186631234828e-27
290,0,0,1.4865071225829492e-10
291,0,0,1.1603915146873171e-25
292,0,0,4.439130711794987e-53
293,0,0,4.519002306868985e-22
294,0,0,7.774694717286276e-27
295,0,0,2.124983004952393e-25
296,0,0,1.3614280111103679e-13
297,0,0,4.439130711794987e-53
298,0,0,2.0684475963371003e-25
299,0,0,9.643246762048124e-20
300,0,0,6.236210365564834e-25
301,0,0,3.14756656408136e-18
302,0,0,2.536651379521912e-25
303,0,0,1.7208512856702617e-34
304,0,0,8.750182795435841e-30
305,0,0,5.81664574921926e-35
306,0,0,9.948546645614422e-14
307,0,0,4.439130711794987e-53
308,0,0,5.2409395280627726e-39
309,0,0,2.3636429908439067e-35
310,0,0,2.4876224220316663e-37
311,0,0,1.5679085966462377e-19
312,0,0,9.368162952464348e-21
313,0,0,1.2117754006308328e-17
314,1,1,0.8843126318533303
315,0,0,9.976087429183392e-12
316,0,0,6.345229008815158e-19
317,1,1,0.9999999999999998
318,0,0,2.879446094911437e-18
319,0,0,1.8402779129622444e-27
320,0,0,1.9919036886315287e-09
321,0,0,4.0725614760942146e-30
322,0,0,4.453975570870071e-21
323,0,0,1.3797846523466367e-26
324,0,0,1.7282800709839456e-28
325,0,0,3.587098495195597e-45
326,0,0,1.954693700158106e-49
327,0,0,1.7039508501529182e-47
328,0,0,6.230735875872757e-23
329,0,0,4.439130711794987e-53
330,0,0,2.575819213531427e-27
331,0,0,4.070319285970628e-26
332,0,0,2.9291393240841905e-13
333,0,0,2.880900842731699e-19
334,0,0,7.054621820340193e-48
335,0,0,5.670318460626189e-12
336,0,0,5.848149985709456e-47
337,0,0,3.558679234556583e-15
338,0,0,5.298608164235483e-07
339,0,0,6.211683283627804e-15
340,1,0,0.003728452841386804
341,0,0,1.1876525215475803e-17
342,0,0,3.173588284780061e-29
343,0,0,2.48511878266841e-58
344,0,0,3.969172539093552e-22
345,0,0,1.4513891537874616e-14
346,0,0,1.0087945142888231e-10
347,0,0,1.512702081039044e-08
348,0,0,6.547639219949977e-10
349,0,0,1.223022310454894e-19
350,0,0,3.183431603390987e-20
351,0,0,9.153105851580958e-25
352,0,0,1.2049045546574206e-27
353,0,0,3.952971905439946e-15
354,0,0,2.4371644042034084e-30
355,0,0,2.6435020441072103e-35
356,0,0,1.4971108949162786e-26
357,1,1,0.9999999999999993
358,1,1,0.9999999999999922
359,0,0,6.662922887487742e-27
360,0,0,5.351005738120362e-28
361,0,0,1.595967821973123e-30
362,0,0,7.207186631234828e-27
363,0,0,2.9947121720338016e-16
364,1,0,0.11713329255137142
365,0,0,3.79369231318956e-39
366,0,0,3.16701934535465e-44
367,0,0,2.3939798683581742e-37
368,1,1,0.9999999999999987
369,0,0,9.554000280704123e-58
370,0,0,3.0458346230454556e-29
371,0,0,3.641276364446645e-31
372,0,0,6.592276239247429e-18
373,0,0,6.047829001303694e-24
374,0,0,4.250988476757346e-43
375,0,0,1.2752018752395395e-29
376,0,0,3.356362974384336e-09
377,0,0,0.1758176528815268
378,0,0,2.915357362273431e-10
379,0,0,1.2882380578076674e-31
380,0,0,6.98246805204317e-15
381,0,0,2.075906760119986e-47
382,0,0,1.6924530848594297e-40
383,0,0,2.4478292199070842e-23
384,0,0,6.564600131194718e-29
385,0,0,2.2181780555149504e-48
386,0,0,5.985521057051536e-11
387,0,0,3.5808081917789207e-29
388,0,0,2.6462714873879314e-18
389,0,0,2.0562173456119991e-35
390,0,0,1.4020137393133455e-17
391,0,0,2.3669039846059465e-33
392,0,0,6.940854136782472e-20
393,0,0,4.439130711794987e-53
394,0,0,8.79999271740534e-42
395,0,0,1.8490567872932096e-44
396,0,0,2.5501498320846013e-14
397,0,0,1.3205474067282386e-30
398,0,0,1.7617159186352198e-30
399,1,0,4.62434332272237e-10
400,0,0,1.4974698896729465e-48
401,0,0,3.9420444968741965e-63
402,0,0,4.625832856050469e-18
403,0,0,3.6328745109752735e-36
404,0,0,6.823390982330571e-33
405,0,0,1.9626434799430918e-12
406,0,0,3.626707223660077e-26
407,0,0,5.621596587795164e-19
408,0,0,2.3977712740198315e-31
409,0,0,5.631337561795849e-24
410,0,0,7.683471763640932e-18
411,0,0,6.793187417541414e-44
412,0,0,2.0509109963428676e-09
413,0,0,2.345399206542807e-16
414,0,0,1.7144454686255436e-16
415,0,0,8.467100917102829e-25
416,0,0,1.7978775032331025e-28
417,0,0,4.356077894937896e-62
418,0,0,7.14363792621387e-40
419,0,0,3.009821158271301e-08
420,0,0,2.098597872635288e-51
421,0,0,1.4212486528276557e-10
422,0,0,5.951810946834023e-24
423,0,0,1.1275218570721554e-24
424,0,0,3.2318518616298177e-29
425,0,0,1.4128701308541807e-25
426,0,0,8.22032465318211e-61
427,0,0,6.138409801151452e-19
428,0,0,2.503539364439893e-16
429,0,0,4.274158135979656e-11
430,0,0,4.505392232425402e-28
431,0,0,4.958260137151873e-19
432,0,0,8.568862254376441e-30
433,0,0,1.0243369459800242e-05
434,0,0,3.667761888864538e-19
435,0,0,2.2515138571238618e-29
436,0,0,4.9387658215804365e-57
437,0,0,5.398502104557356e-42
438,0,0,6.446284007269283e-37
439,1,1,0.9999999999982419
440,0,0,4.439130711794987e-53
441,0,0,4.439130711794987e-53
442,0,0,1.6129603019510226e-09
443,0,0,2.4695524089573204e-09
444,0,0,1.0885863909783182e-17
445,0,0,2.747412385640106e-27
446,0,0,1.0567520175398544e-27
447,0,0,9.789570858648833e-31
448,0,0,5.970655368089081e-64
449,0,0,4.414774351439926e-32
450,0,0,8.559878546759766e-22
451,1,1,0.999999860298445
452,0,0,1.2174859663202412e-26
453,1,1,0.9999999999999998
454,0,0,5.805835914596857e-28
455,1,1,0.9999999999981446
456,0,0,2.752958405337028e-14
457,0,0,3.247199239644791e-21
458,0,0,5.985521057051536e-11
459,0,0,1.1715979129997537e-50
460,0,0,1.9702144791740175e-08
461,0,0,5.9738096810171814e-37
462,1,0,5.754956123911484e-10
463,0,0,2.1680694294852266e-18
464,0,0,5.985521057051536e-11
465,0,0,7.10501543046599e-10
466,0,0,4.8137600649232824e-39
467,0,0,2.239555676485186e-21
468,0,0,5.467387993749872e-75
469,0,0,7.201267850846663e-28
470,0,0,7.808442352889646e-08
471,0,0,2.507982260437693e-47
472,0,0,1.032545461923302e-18
473,0,0,1.230349793767338e-26
474,0,0,4.2853786173466835e-12
475,0,0,7.747462831804139e-07
476,1,0,0.13335845329079304
477,0,0,2.6513678521741913e-35
478,0,0,1.8468319250443047e-14
479,0,0,4.441636917555486e-80
480,0,0,5.0851572518854385e-25
481,0,0,4.479279244684347e-12
482,0,0,9.356159389791035e-30
483,0,0,7.310134067219222e-15
484,0,0,9.44104377235013e-50
485,0,0,3.068616518054088e-33
486,0,0,3.635551446909541e-62
487,0,0,7.376649010684428e-23
488,0,0,1.5254883596530038e-29
489,0,0,7.735538253449554e-39
490,0,0,2.7822822034170038e-15
491,1,1,0.9999788471652404
492,0,0,3.986357566598605e-09
493,0,0,1.8108626607715467e-21
494,0,0,1.1900427799853103e-11
495,0,0,4.964112780677606e-30
496,0,0,6.387301660368508e-53
497,0,0,6.7208399239599925e-28
498,0,0,4.3630517500844884e-13
499,0,0,1.929815676711687e-14
500,0,0,2.2413392683328878e-41
501,0,0,5.770274374584452e-30
502,0,0,9.957906811090283e-37
503,0,0,2.3791940301799776e-14
504,0,0,9.009417544983229e-09
505,0,0,2.9946135867603494e-39
506,0,0,1.3131024682596122e-19
507,0,0,3.247199239644791e-21
508,0,0,1.5534123698903998e-22
509,0,0,2.8009209189975306e-10
510,0,0,1.3211631084878746e-34
511,0,0,1.7009586763637186e-37
512,0,0,1.1726259939509911e-32
513,1,1,0.999999999999988
514,0,0,1.4080950645993552e-35
515,0,0,1.7039508501529182e-47
516,0,0,2.0208033592061485e-55
517,0,0,3.462477528295201e-10
518,0,0,2.24859437657709e-05
519,0,0,8.892127155197658e-20
520,0,0,1.2299563790957756e-38
521,0,0,5.307769763272564e-29
522,0,0,2.802675232796483e-25
523,0,0,3.644907659676921e-55
524,0,0,3.803256436414574e-20
525,0,0,1.4051401989431643e-48
526,0,0,4.439130711794987e-53
527,1,1,1.0
528,0,0,9.53475533441818e-37
529,0,0,3.6179965831629144e-17
530,0,0,1.8041371291670242e-29
531,0,0,8.083535964325937e-39
532,0,0,2.8740424429664324e-30
533,0,0,1.0488123695949644e-20
534,0,0,4.897291401246603e-23
535,0,0,2.5071365399939963e-18
536,0,0,2.8978850875011992e-46
537,0,0,3.19116031821506e-28
538,1,1,0.9999999991002795
539,0,0,4.439130711794987e-53
540,0,0,2.1507259829765186e-16
541,0,0,1.7775492559337488e-31
542,0,0,1.1963102984354431e-20
543,0,0,3.0920916429460596e-08
544,0,0,1.5955823370875793e-11
545,1,1,1.0
546,0,0,2.144435094231877e-39
547,0,0,4.6664582490029666e-24
548,1,0,0.0009585701596071264
549,0,0,4.333350434682299e-27
550,0,0,1.7575103614910107e-37
551,0,0,8.537801203281163e-12
552,0,0,5.70540586946448e-28
553,0,0,5.09100563023305e-31
554,0,0,2.0527779281432874e-21
555,0,0,2.5601955485930725e-18
556,0,0,4.250988476757346e-43
557,0,0,6.998805781169334e-09
558,0,0,1.8984426555000643e-31
559,0,0,1.3553359638420177e-19
560,0,0,5.4586317871997034e-39
561,0,0,3.6671277104010875e-29
562,0,0,6.521873745942423e-19
563,0,0,5.70540586946448e-28
564,0,0,6.184684234165973e-18
565,0,0,3.657447436514624e-25
566,0,0,1.0675177552174598e-42
567,0,0,1.3374412932599697e-16
568,0,0,1.907898028557434e-14
569,0,0,2.60770717357936e-31
570,0,0,1.5197146897661624e-20
571,0,0,5.039876312080831e-28
572,0,0,5.563630189270678e-26
573,0,0,4.55108876640013e-30
574,1,0,1.7205144839679138e-10
575,0,0,1.0248665992639288e-33
576,0,0,5.142023924120977e-17
577,0,0,3.1969810630324588e-21
578,0,0,2.8593298384203463e-40
579,0,0,4.040064409178181e-41
580,0,0,3.4745923020181487e-51
581,0,0,4.050524646172912e-22
582,0,0,1.0807903697167921e-23
583,0,0,1.8911677879678463e-32
584,0,0,5.068631734929847e-29
585,0,0,4.439130711794987e-53
586,0,0,5.365781170359108e-19
587,0,0,2.3653648502332175e-24
588,0,0,5.952480056146387e-18
589,0,0,2.2645461365576672e-38
590,0,0,2.0134333861494927e-11
591,1,0,0.05957408712904176
592,1,1,0.9999999999999998
593,0,0,4.539971541980175e-25
594,0,0,5.050509320483567e-17
595,0,0,3.56946298420595e-16
596,1,1,0.9999939029620896
597,0,0,2.6820649085675057e-55
598,0,0,6.399232749484333e-15
599,0,0,1.4701371052820465e-31
600,0,0,2.0630231088138977e-36
601,0,0,1.2770973602775432e-40
602,0,0,6.385777566758229e-57
603,0,0,5.016856215111388e-32
604,0,0,1.2147192446215062e-28
605,0,0,6.133218924649032e-07
606,0,0,7.327685062188814e-21
607,0,0,2.5559329092574293e-31
608,0,0,3.0476057418411058e-30
609,0,0,3.695576294140247e-44
610,0,0,5.312854673982874e-43
611,0,0,4.083764560631361e-09
612,0,0,4.439130711794987e-53
613,0,0,3.643870650725353e-27
614,0,0,1.403692704386747e-12
615,0,0,8.371164884450028e-18
616,0,0,7.490826457776958e-19
617,0,0,1.607088686571018e-28
618,0,0,2.3233507052910318e-60
619,0,0,1.541094071148471e-17
620,1,1,0.5691584379162021
621,0,0,1.7290817429289971e-12
622,0,0,0.01850034651773912
623,0,0,3.4566234061256664e-10
624,0,0,4.479279244684347e-12
625,0,0,6.643732494961969e-11
626,0,0,0.06943392608290916
627,0,0,5.322711236593445e-42
628,0,0,2.232950112316164e-58
629,0,0,3.868803004457412e-68
630,0,0,1.3549999539709346e-27
631,0,0,7.653212374445993e-25
632,0,0,2.7061764725240596e-24
633,0,0,2.837675451227107e-27
634,0,0,1.2715003796918208e-15
635,0,0,7.268966398152593e-31
636,0,0,5.014340306179687e-23
637,0,0,3.909182230797409e-26
638,0,0,8.9070387271234e-25
639,0,0,3.053026495978996e-36
640,0,0,3.235792556925739e-17
641,0,0,5.985521057051536e-11
642,0,0,5.834596397595595e-24
643,0,0,8.525253527707891e-31
644,0,0,1.5377941124389803e-25
645,0,0,2.655088332605533e-24
646,0,0,1.8424458026499573e-34
647,0,0,2.6679430224315784e-10
648,0,0,7.207186631234828e-27
649,1,0,0.1330362032385115
650,0,0,1.0180361016137789e-26
651,0,0,2.587702505665475e-18
652,0,0,1.2756651507469558e-20
653,0,0,7.674225745338105e-26
654,0,0,1.816942453922201e-30
655,0,0,3.6068418434028555e-25
656,0,0,1.562338213798958e-14
657,0,0,1.0500715588999e-46
658,1,0,0.1505825099385605
659,0,0,6.100445427808969e-10
660,0,0,8.250933640641322e-27
661,0,0,7.804689664193053e-32
662,1,1,0.9999999999910418
663,0,0,4.65137121555883e-44
664,0,0,3.6732238416246835e-28
665,0,0,1.2034973141614826e-29
666,0,0,3.587098495195597e-45
667,0,0,1.8154804605104548e-42
668,0,0,4.355395279092252e-79
669,0,0,9.241781470816315e-30
670,0,0,2.2181780555149504e-48
671,1,1,0.9999999999999993
672,0,0,1.8503093031576492e-16
673,0,0,8.069891573018497e-22
674,0,0,5.611444458074476e-10
675,0,0,2.6637863250094397e-35
676,0,0,0.00014119491867582322
677,0,0,6.2482516985878334e-43
678,0,0,1.1418182017157091e-20
679,0,0,7.465800576108297e-45
680,0,0,8.839707042344728e-48
681,0,0,4.439130711794987e-53
682,0,0,2.2149553925471103e-21
683,0,0,2.3439450878406955e-39
684,0,0,2.895390442143389e-42
685,0,0,1.553196660295591e-23
686,0,0,3.912423569306996e-28
687,0,0,3.4334421708535685e-24
688,0,0,4.439130711794987e-53
689,0,0,4.439130711794987e-53
690,0,0,7.740582543091486e-25
691,0,0,1.822196600137584e-12
692,0,0,9.6306645065341e-55
693,0,0,9.546115597809675e-44
694,0,0,3.21701903340511e-26
695,0,0,8.490223893732917e-22
696,0,0,9.781705165241977e-18
697,0,0,1.4104413630573136e-56
698,0,0,1.9575485209728672e-27
699,0,0,1.4840486814093404e-33
700,0,0,7.765870860351878e-58
701,0,0,1.5646588244858176e-41
702,0,0,2.1351715609694284e-13
703,0,0,1.637728844847597e-13
704,1,0,2.1845454803237962e-07
705,0,0,2.0962233515572497e-42
706,0,0,4.439130711794987e-53
707,0,0,3.120956674385624e-19
708,0,0,4.7008620467445943e-38
709,0,0,3.402824129748344e-26
710,0,0,3.937862533411376e-46
711,0,0,8.994758310041573e-18
712,0,0,2.129504832216217e-23
713,0,0,1.0496551796441962e-41
714,0,0,4.301848436232737e-37
715,0,0,5.890369419037216e-54
716,0,0,1.8923035150843367e-26
717,0,0,1.7452114726124604e-25
718,0,0,0.0005945008454396062
719,1,0,0.1061117280329396
720,0,0,3.324877478259928e-09
721,0,0,1.6220895476754968e-23
722,0,0,9.683914135041759e-21
723,0,0,6.958412430697159e-24
724,0,0,2.276432299912874e-18
725,0,0,2.1231104838864344e-31
726,0,0,7.489316297365336e-32
727,0,0,3.3969809484095093e-35
728,0,0,0.0070566197754512745
729,1,1,0.9999999998433928
730,0,0,8.37788708639772e-32
731,0,0,2.5002985215133928e-26
732,0,0,1.4832749993087812e-24
733,0,0,0.0006532085623290239
734,0,0,3.749324113033264e-20
735,0,0,8.915622811654128e-18
736,0,0,7.647829435645852e-21
737,0,0,1.592074976071042e-42
738,0,0,3.3187870755280104e-30
739,0,0,2.681892207014522e-13
740,0,0,7.881217539300428e-13
741,0,0,8.509270845405789e-29
742,0,0,5.568460440522734e-40
743,0,0,4.2588924310281175e-17
744,0,0,2.4947649652616786e-06
745,0,0,2.7646682375580697e-16
746,0,0,7.068355008894341e-22
747,0,0,1.861664556567971e-49
748,0,0,8.179638845216523e-23
749,0,0,8.43532320150197e-41
750,0,0,9.393279386601914e-08
751,0,0,1.55247004949532e-37
752,0,0,6.1599476297554604e-49
753,0,0,2.1833591308332395e-20
754,0,0,1.2971212741251945e-15
755,0,0,1.7220894019574056e-44
756,0,0,3.1500883934338284e-30
757,0,0,1.3667568926080859e-17
758,0,0,1.5676086679314135e-45
759,0,0,1.7849352118680653e-53
760,0,0,2.0727870432353782e-10
761,0,0,3.096413452823973e-50
762,0,0,2.3570060950504073e-26
763,0,0,8.203136617943082e-19
764,0,0,1.580912442891401e-25
765,0,0,1.3413335298258942e-41
766,0,0,3.495645944292459e-23
767,0,0,5.303110342326449e-57
768,0,0,9.072656622981047e-35
769,0,0,5.7216395013539865e-30
770,0,0,1.4077157826245763e-13
771,1,1,1.0
772,0,0,1.3938786047132136e-17
773,0,0,5.386517703558778e-40
774,0,0,3.6356652280880884e-08
775,0,0,1.2244991531402803e-22
776,0,0,2.8972581770808797e-23
777,0,0,3.35917823192221e-22
778,0,0,9.000185260800919e-20
779,0,0,2.0124853100919246e-23
780,0,0,4.515067728759956e-11
781,0,0,1.7179474826734419e-41
782,0,0,7.401106099277343e-13
783,0,0,6.477064515407612e-32
784,0,0,8.917374002327716e-16
785,0,0,4.333574098845886e-28
786,0,0,3.986909606912301e-15
787,0,0,6.018477173725314e-64
788,0,0,2.124578272248366e-24
789,0,0,1.1004686400646914e-26
790,0,0,5.835889589517367e-35
791,0,0,2.4503303098528824e-26
792,0,0,4.439130711794987e-53
793,1,1,1.0
794,0,0,3.867887680511001e-06
795,0,0,2.081468339266116e-27
796,0,0,9.888044892628802e-20
797,0,0,1.3598495565794268e-14
798,0,0,3.667613700962358e-30
799,0,0,1.6663490390178774e-06
800,0,0,2.543569749370753e-38
801,0,0,3.184598664452859e-14
802,0,0,3.3013569118028587e-22
803,0,0,7.051032658744731e-26
804,0,0,3.21701903340511e-26
805,0,0,1.7765338643236965e-16
806,0,0,8.071995057937965e-14
807,1,1,0.9999999999960381
808,0,0,6.072319886906851e-18
809,0,0,3.372584236644179e-31
810,0,0,6.412334072927109e-23
811,0,0,2.2691075606242418e-17
